
<AND>
23.6029453,35.1913109,22.9643536,35.1682358
22.9643536,35.1682358,22.9561901,53.1680298
22.9561901,53.1680298,23.4301929,53.1870041
23.4301929,53.1870041,23.4310455,50.6870193
23.4310455,50.6870193,23.6847038,50.6929131
23.6847038,50.6929131,23.6850719,48.6929169
23.6850719,48.6929169,0.2764245,48.6949348
0.2764245,48.6949348,0.2762186,46.6949348
0.2762186,46.6949348,0.9850718,46.6757545
0.9850718,46.6757545,0.9859245,48.6757393
0.9859245,48.6757393,1.2392272,48.663269
1.2392272,48.663269,1.2403936,50.6632347
1.2403936,50.6632347,1.4938624,50.6478767
1.4938624,50.6478767,1.7979016,50.6257439
1.7979016,50.6257439,1.7954293,47.625843
1.7954293,47.625843,2.1747661,47.5927505
2.1747661,47.5927505,2.1782534,51.0925827
2.1782534,51.0925827,2.6590319,51.0423737
2.6590319,51.0423737,2.6452894,37.2931557
2.6452894,37.2931557,2.1247394,37.347084
2.1247394,37.347084,2.1236167,35.5971375
2.1236167,35.5971375,1.527389,35.6453362
1.527389,35.6453362,1.5264951,33.6453705
1.5264951,33.6453705,0.8295376,33.6818962
0.8295376,33.6818962,0.8275661,24.4319324
0.8275661,24.4319324,0.9616043,24.4266243
0.9616043,24.4266243,0.9609877,21.6766376
0.9609877,21.6766376,0.2493281,21.6951923
0.2493281,21.6951923,0.2493763,22.6951923
0.2493763,22.6951923,0.1740011,22.6957588
0.1740011,22.6957588,0.1741895,28.6957588
0.1741895,28.6957588,0.1070811,28.6960354
0.1070811,28.6960354,0.1071318,32.0293655
0.1071318,32.0293655,23.8552494,32.0285034
23.8552494,32.0285034,23.8552055,32.7785072
23.8552055,32.7785072,23.6032772,32.7746468
23.6032772,32.7746468,23.6029453,35.1913109

<ANT>
9.8453121,-24.5835705,9.460289,-24.5425186
9.460289,-24.5425186,9.4514399,-37.2920151
9.4514399,-37.2920151,9.4489374,-40.2918739
9.4489374,-40.2918739,11.0971003,-40.4246216
11.0971003,-40.4246216,11.0986242,-35.6746559
11.0986242,-35.6746559,10.9305677,-35.6664963
10.9305677,-35.6664963,10.931859,-31.8332005
10.931859,-31.8332005,10.6800919,-31.8185863
10.6800919,-31.8185863,10.6808596,-29.8186131
10.6808596,-29.8186131,10.3454218,-29.7947845
10.3454218,-29.7947845,10.3466225,-27.1281624
10.3466225,-27.1281624,9.8439522,-27.0835037
9.8439522,-27.0835037,9.8453121,-24.5835705

<APS>
13.8520956,-75.6235962,13.9407406,-83.1200714
13.9407406,-83.1200714,18.4577332,-82.4582748
18.4577332,-82.4582748,18.2796707,-74.9745178
18.2796707,-74.9745178,18.2186718,-67.4800797
18.2186718,-67.4800797,17.7183819,-67.571106
17.7183819,-67.571106,17.2161655,-67.661087
17.2161655,-67.661087,17.2313786,-70.1597443
17.2313786,-70.1597443,14.9444294,-70.5115433
14.9444294,-70.5115433,13.8307247,-70.6244431
13.8307247,-70.6244431,13.8520956,-75.6235962

<AQR>
20.6456432,-8.5634165,20.6399231,0.4361772
20.6399231,0.4361772,20.6386585,2.4360874
20.6386585,2.4360874,20.9387398,2.4773185
20.9387398,2.4773185,21.4388981,2.5393796
21.4388981,2.5393796,21.5722847,2.5544112
21.5722847,2.5544112,21.5719166,3.3043909
21.5719166,3.3043909,21.7720146,3.3256676
21.7720146,3.3256676,21.7724724,2.325691
21.7724724,2.325691,22.105917,2.3576119
22.105917,2.3576119,22.1058178,2.6076074
22.1058178,2.6076074,22.8561478,2.6622071
22.8561478,2.6622071,22.8566475,0.6622211
22.8566475,0.6622211,22.8576469,-3.3377509
22.8576469,-3.3377509,23.9401474,-3.3042023
23.9401474,-3.3042023,23.9402199,-6.3042021
23.9402199,-6.3042021,23.9407043,-24.8042011
23.9407043,-24.8042011,23.1120644,-24.8250446
23.1120644,-24.8250446,21.9846859,-24.9040413
21.9846859,-24.9040413,21.9770775,-8.4043999
21.9770775,-8.4043999,21.444561,-8.4602947
21.444561,-8.4602947,21.4477634,-14.4601107
21.4477634,-14.4601107,20.6495934,-14.5631361
20.6495934,-14.5631361,20.6456432,-8.5634165

<AQL>
18.6932125,-3.884223,18.6900139,0.1154895
18.6900139,0.1154895,18.6884155,2.115346
18.6884155,2.115346,18.9717617,2.1659052
18.9717617,2.1659052,18.968399,6.4156075
18.968399,6.4156075,18.7639046,6.3791943
18.7639046,6.3791943,18.759203,12.1287737
18.759203,12.1287737,18.9637508,12.1651964
18.9637508,12.1651964,18.9582424,18.6647091
18.9582424,18.6647091,19.0916996,18.6882229
19.0916996,18.6882229,19.0936985,16.3550682
19.0936985,16.3550682,19.9280777,16.4957294
19.9280777,16.4957294,19.9284,16.0790844
19.9284,16.0790844,20.2372665,16.1275158
20.2372665,16.1275158,20.242445,8.8779116
20.242445,8.8779116,20.4009304,8.901824
20.4009304,8.901824,20.4052734,2.4021468
20.4052734,2.4021468,20.6386585,2.4360874
20.6386585,2.4360874,20.6399231,0.4361772
20.6399231,0.4361772,20.6456432,-8.5634165
20.6456432,-8.5634165,20.1129131,-8.643075
20.1129131,-8.643075,20.1150913,-11.6762342
20.1150913,-11.6762342,18.9829369,-11.866436
18.9829369,-11.866436,18.9764862,-3.8336766
18.9764862,-3.8336766,18.6932125,-3.884223

<ARA>
16.605442,-61.2641945,16.6023121,-60.2644577
16.6023121,-60.2644577,16.5713749,-45.7670517
16.5713749,-45.7670517,17.9872856,-45.516346
17.9872856,-45.516346,18.1539345,-45.4859734
18.1539345,-45.4859734,18.1781502,-56.9837723
18.1781502,-56.9837723,17.6778793,-57.0747757
17.6778793,-57.0747757,17.7183819,-67.571106
17.2161655,-67.661087,17.0483322,-67.6905823
17.0483322,-67.6905823,17.0361595,-65.1916428
17.0361595,-65.1916428,16.9522343,-65.2062531
16.9522343,-65.2062531,16.9463425,-63.7900925
16.9463425,-63.7900925,16.7784214,-63.8189964
16.7784214,-63.8189964,16.7691898,-61.2364578
16.7691898,-61.2364578,16.605442,-61.2641945

<ARI>
3.3964274,10.3632069,2.1110165,10.5143948
2.1110165,10.5143948,1.7770489,10.5432396
1.7770489,10.5432396,1.7829783,25.6263351
1.7829783,25.6263351,2.0342474,25.6050701
2.0342474,25.6050701,2.0353744,27.8550186
2.0353744,27.8550186,2.5380099,27.8047638
2.5380099,27.8047638,2.5402129,31.2213154
2.5402129,31.2213154,2.841892,31.1865025
2.841892,31.1865025,3.4951112,31.1003609
3.4951112,31.1003609,3.4860415,19.4343338
3.4860415,19.4343338,3.4024823,19.4461136
3.4024823,19.4461136,3.3964274,10.3632069

<AUR>
4.6317859,30.2552605,4.6324625,30.921875
4.6324625,30.921875,4.6382561,36.254715
4.6382561,36.254715,4.8304896,36.2218513
4.8304896,36.2218513,4.856019,52.7196465
4.856019,52.7196465,5.1656508,52.665554
5.1656508,52.665554,5.1737843,56.1648331
5.1737843,56.1648331,6.2754059,55.9658089
